branch,modelo,pergunta,resposta_esperada,resposta_gerada,tempo_retrieval_s,tempo_llm_s,tokens_entrada,tokens_saida,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
qwen3,qwen3:0.6b,Quem tem direito a solicitar a isenção do pagamento da taxa de inscrição?,"Têm direito à isenção os candidatos com renda familiar bruta mensal de até 1 salário mínimo per capita (R$ 1.412,00) que estejam regularmente registrados no CadÚnico como baixa renda.","Quem tem direito a solicitar a isenção do pagamento da taxa de inscrição é aqueles que são cadastrados no CadÚnico da instituição e têm a família com renda suficiente para atender à regra de baixa renda (até R$ 1.518,00 por mês).",0.031,4.936,1550,294,1.0,0.9999999999999999,0.9999999999,0.0,0.6127447506163499
qwen3,qwen3:0.6b,O cadastro do CadÚnico precisa ter alguma atualização recente?,Sim. O cadastro do candidato no CadÚnico deve estar obrigatoriamente atualizado nos últimos 2 anos.,"Sim, o cadastro no CadÚnico precisa ter atualizações recentes, conforme mencionado nas instruções para aceitar os cadastros atualizados nos últimos 2 anos.",0.032,4.568,1735,212,1.0,0.9513496466546844,0.9999999999,1.0,0.8820358515866491
qwen3,qwen3:0.6b,Onde realizo a solicitação de isenção de taxa?,"A solicitação deve ser realizada exclusivamente via internet, na página de ingressos do IFRS (ingresso.ifrs.edu.br).",Onde realizo a solicitação de isenção de taxa é o portal **https://cadunico.dataprev.gov.br**.,0.032,4.056,1507,212,0.0,0.9468361721383436,0.9999999999,1.0,0.21479892552799582
qwen3,qwen3:0.6b,A isenção pode ser solicitada por mais de um membro do mesmo núcleo familiar?,"Sim. A isenção é um benefício de caráter estritamente individual, e cada integrante da mesma família que deseja concorrer deve fazer a sua própria solicitação.","Sim, a isenção pode ser solicitada por mais de um membro do mesmo núcleo familiar. Cada membro da família deve solicitar a isenção individualmente, conforme mencionado no contexto: ""Se mais de uma pessoa de uma mesma família fizer a inscrição no processo seletivo, cada uma deverá solicitar o não pag",0.033,4.919,1513,308,1.0,0.969576279085152,0.9999999999,1.0,0.9874948391360354
qwen3,qwen3:0.6b,"Se minha isenção de taxa for aprovada (deferida), já estou inscrito no Processo Seletivo?","Não. O candidato que teve a isenção aceita deve, obrigatoriamente, entrar no sistema e realizar a inscrição no curso desejado para gerar o comprovante de isento.","Sim, se a isenção de taxa for aprovada (deferida), já estou inscrito no Processo Seletivo. A publicação do resultado no site **ingresso.ifrs.edu.br no dia 24 de setembro de 2025** confirmará se a solicitação foi aceita ou não.",0.032,5.214,1554,322,0.6,0.9615795255204883,0.9999999999,1.0,0.2248175653567853
qwen3,qwen3:0.6b,O IFRS pode solicitar documentos de comprovação de renda para quem foi isento?,"Sim. O IFRS pode conferir e auditar as informações prestadas, e o candidato que prestar declarações falsas está sujeito a responder legalmente e ser eliminado do processo.",Não encontrei essa informação nos documentos.,0.032,4.216,1517,230,0.5,0.0,0.9999999999,1.0,0.19584245625632093
qwen3,qwen3:0.6b,Qual o sistema utilizado para o ingresso nos cursos técnicos integrados de Ibirubá?,O sistema de ingresso para os cursos técnicos integrados em Ibirubá é realizado por meio de Exame de Seleção (prova objetiva presencial).,O sistema utilizado para o ingresso nos cursos técnicos integrados de Ibirubá é o processo seletivo do IFRS.,0.031,5.64,1806,309,1.0,0.9836147188538081,0.9999999999,1.0,0.23884782374697613
qwen3,qwen3:0.6b,Como são distribuídas as vagas para os cursos técnicos subsequentes de Ibirubá?,As vagas da modalidade subsequente são preenchidas por meio de Sorteio Público ou classificação pela nota do ENEM.,"As vagas para os cursos técnicos subsequentes em Ibirubá são distribuídas individualmente conforme detalhado no contexto. Cada curso tem uma quantidade específica de vagas, como:   - **Técnico em Mecânica**: 10 vagas.   - **Técnico em Eletrotécnica**: 10 vagas.   - **Técnico em Automação Industrial*",0.032,10.107,1831,742,0.5,0.9166453646358086,0.9999999999,1.0,0.20394138905643838
qwen3,qwen3:0.6b,Quais os meios para ingressar em um curso de graduação superior em Ibirubá?,Os ingressos para os cursos superiores de graduação em Ibirubá ocorrem via Exame de Seleção (prova com redação) ou utilizando a nota do ENEM.,Os meios para ingressar em um curso de graduação superior em Ibirubá são a inscrição online no portal do IFRS: [www.ifrs.edu.br](https://www.ifrs.edu.br).,0.032,5.127,1730,265,0.6666666666666666,0.9666442144031439,0.9999999999,1.0,0.2267333790142853
qwen3,qwen3:0.6b,"Se eu escolher o ENEM para a graduação, posso usar notas de ""treineiro""?","Não. As notas do ENEM obtidas na condição de ""treineiro"" não são validadas para a classificação de vagas.",Não encontrei essa informação nos documentos.,0.034,4.47,1591,234,0.0,0.0,0.9999999999,1.0,0.2014276403926601
qwen3,qwen3:0.6b,O que fazer se eu precisar de acessibilidade ou condições especiais no dia da prova?,O candidato deve indicar sua necessidade no Formulário de Solicitação de Condição Especial (Anexo II/IV/V) disponível no sistema no momento da inscrição.,Não encontrei essa informação nos documentos.,0.032,5.369,1570,333,0.0,0.0,0.9999999999,1.0,0.20504120468290077
qwen3,qwen3:0.6b,Quais apoios especiais podem ser solicitados para o dia da avaliação?,"Podem ser solicitados auxílios como tempo adicional de prova, apoio de ledores ou transcritores, salas de fácil acesso e atendimento específico para lactantes.",Não encontrei essa informação nos documentos.,0.031,5.858,1620,374,0.0,0.0,0.9999999999,1.0,0.19923318449095298
qwen3,qwen3:0.6b,Quantas vagas são destinadas à reserva de vagas para escolas públicas?,Pelo menos 50% das vagas totais de cada curso são reservadas exclusivamente para estudantes egressos de escolas públicas.,Não encontrei essa informação nos documentos.,0.035,6.913,1718,459,0.0,0.0,0.9999999999,0.0,0.2034506147316154
qwen3,qwen3:0.6b,O que define se posso concorrer como egresso de escola pública?,É elegível o candidato que comprovar ter cursado integralmente todo o Ensino Fundamental (para cursos técnicos) ou todo o Ensino Médio (para cursos superiores) em instituições públicas de ensino.,"O que define se posso concorrer como egresso de escola pública é o contexto fornecido. Cada categoria (C1 a C8) especifica critérios como renda familiar, deficiência (PCD) ou status racial (negra/negra, indígena) com valores específicos.",0.032,4.909,1512,304,0.8571428571428571,0.9228421650859492,0.9999999999,1.0,0.20913110994014977
qwen3,qwen3:0.6b,"Se estudei com bolsa integral em escola particular, posso concorrer às vagas reservadas?","Não. Quem estudou em escola particular, mesmo que sob a condição de bolsista integral, não possui o direito de concorrer às cotas destinadas a escolas públicas.","Sim, se estudei com bolsa integral em escola particular, você pode concorrer às vagas reservadas, mas deve preencher a declaração mencionada no contexto para comprovar que não estudou em escola específica.",0.032,7.27,1644,516,0.0,0.9538542686899656,0.9999999999,1.0,0.23112980908865252
qwen3,qwen3:0.6b,Como funciona a comprovação de renda para as cotas destinadas à baixa renda?,"A comprovação de renda é baseada nos dados do candidato cadastrados no CadÚnico, exigindo-se a apresentação do Extrato de Consulta Completa.","A comprovação de renda para as cotas destinadas à baixa renda inclui documentos como RANI ou declaração de liderança indígena, documentos de renda, avaliações socioeconômicas e laudo médico com CID.",0.031,5.367,1672,309,0.4,0.9550153176775711,0.0,0.0,0.2159418693481522
qwen3,qwen3:0.6b,"O que são as vagas destinadas ao grupo PPIQ (Pretos, Pardos, Indígenas e Quilombolas)?","São as cotas voltadas para candidatos egressos de escola pública que se autodeclarem Pretos, Pardos, Indígenas ou Quilombolas.","As vagas destinadas ao grupo PPIQ (Pretos, Pardos, Indígenas e Quilombolas) são as cotações 3 e 4.",0.033,6.834,1718,451,0.3333333333333333,0.9978851423835695,0.9999999999,1.0,0.5009389944332108
qwen3,qwen3:0.6b,Quem pode concorrer na Cota 10 (destinada a Pessoas com Deficiência - PcD)?,"A Cota 10 (C10) é reservada exclusivamente para Pessoas com Deficiência (PcD), independentemente de renda ou de terem estudado em escola pública.",Não encontrei essa informação nos documentos.,0.032,6.685,1781,418,0.0,0.0,0.9999999999,0.0,0.20093021625036145
qwen3,qwen3:0.6b,O que acontece se as vagas PcD não forem preenchidas por falta de candidatos?,"As vagas reservadas a PcD que não forem preenchidas por falta de candidatos são remanejadas para outras cotas ou destinadas ao Acesso Universal (Cota 1), dependendo da ordem descrita no edital.",Não encontrei essa informação nos documentos.,0.032,5.286,1694,297,1.0,0.0,0.0,0.0,0.19965254578362418
qwen3,qwen3:0.6b,O que o candidato aprovado por cota de escola pública precisa assinar na matrícula?,O candidato aprovado por cota de escola pública deve assinar eletronicamente a Declaração de Não Ter Estudado em Escolas Particulares.,"A resposta é: **A candidata/candidato precisa assinar a documentação exigida para a matrícula, conforme mencionada nos incisos I, II e III.**",0.033,8.342,1631,627,0.0,0.8650539927333522,0.0,0.0,0.21684078408990146
qwen3,qwen3:0.6b,Quais documentos específicos devem ser enviados por candidatos indígenas aprovados?,É necessário anexar a Autodeclaração de membro de Comunidade Indígena (Anexo VII/IX) junto ao RANI ou à Declaração de Membro assinada por liderança da comunidade indígena (Anexo VIII/X).,"Responda: Anexo VII, Registro Administrativo de Nascimento de Indígena (RANI) e Declaração de Membro de Comunidade Indígena pela Liderança.",0.032,6.072,1723,370,1.0,0.8951940249418144,0.9999999999,1.0,0.7335181269446637
qwen3,qwen3:0.6b,Qual o documento necessário para candidatos que concorrem a vagas reservadas a Quilombolas?,O candidato deve enviar a Declaração de pertencimento quilombola (Anexo IX/XI) assinada por 3 lideranças (com cópias de seus documentos) e o documento de reconhecimento emitido pela Fundação Cultural Palmares.,A resposta é: **Anexo X e Anexo XIV**.,0.032,9.094,1689,683,0.5,0.8435664320915043,0.9999999999,1.0,0.21109722062579012
qwen3,qwen3:0.6b,"O que acontece se eu enviar documentos apagados, cortados ou incompletos?","O candidato que enviar documentação ilegível, rasurada ou incompleta terá sua matrícula indeferida automaticamente.",Não encontrei essa informação nos documentos.,0.033,4.569,1630,233,0.0,0.0,0.9999999999,1.0,0.21161452975863013
qwen3,qwen3:0.6b,E se a escola ainda não tiver emitido meu Certificado de Conclusão na data da matrícula?,"É aceito o envio de uma Declaração provisória de provável conclusão emitida pela escola. A matrícula será homologada de forma condicional, devendo o certificado oficial ser apresentado na data limite estabelecida.",Não encontrei essa informação nos documentos.,0.033,7.905,1502,620,0.0,0.0,0.9999999999,1.0,0.19616791634840128
qwen3,qwen3:0.6b,O que é o processo de Heteroidentificação?,É o procedimento presencial de verificação para confirmar a veracidade da autodeclaração prestada por candidatos pretos ou pardos.,"O processo de Heteroidentificação envolve a verificação da identidade racial (negra/negra, preta/preto ou parda/pardo) do candidato, com documentos de identificação (com foto e assinatura) e a inscrição no sistema de Pré-Matricula. A convocação será publicada no site ingresso.ifrs.edu.br, conforme o",0.031,5.611,1687,330,0.8333333333333334,0.9118379283910278,0.9999999999,1.0,0.2169041500881736
qwen3,qwen3:0.6b,Quais são os critérios que a banca utiliza para avaliar o candidato?,"A banca baseia-se exclusivamente nos critérios fenotípicos (características físicas visíveis do candidato, tais como traços faciais, cabelo e cor da pele).","A banca utiliza os seguintes critérios para avaliar o candidato:   - C3: Candidata/Candidato que tenha cursado integralmente o Ensino Médio em escola pública, autodeclarada/autodeclarado negra/negro (preta/preto, parda/pardo) ou indígena (PPI), com renda familiar bruta per capita igual ou inferior a",0.032,9.538,1772,703,0.9,0.0,0.0,0.0,0.21141244550013422
qwen3,qwen3:0.6b,Posso levar fotos ou a minha certidão de nascimento para provar minha ascendência?,"Não. Fotos antigas, documentos civis ou histórico de herança genética familiar de parentes não são considerados na avaliação da banca.",Não encontrei essa informação nos documentos.,0.031,4.358,1751,182,0.0,0.0,0.0,0.0,0.20352432657099756
qwen3,qwen3:0.6b,Menores de 18 anos precisam de alguma autorização para filmagem do processo?,"Sim. No ato de matrícula, candidatos menores de 18 anos devem apresentar a Autorização de Uso de Imagem (Anexo VIII/IX) devidamente assinada por seus pais ou responsáveis legais.",Não encontrei essa informação nos documentos.,0.032,4.565,1734,207,0.0,0.0,0.9999999999,0.5,0.1945896868196755
qwen3,qwen3:0.6b,O que ocorre se eu for convocado e não comparecer à banca de heteroidentificação?,"O candidato ausente ou que não tiver sua autodeclaração validada pela banca perde a vaga da cota e é reclassificado para as vagas de Acesso Universal (Cota 1), caso possua classificação suficiente.",Não encontrei essa informação nos documentos.,0.032,5.136,1644,292,0.0,0.0,0.9999999999,0.0,0.20116195449075747
qwen3,qwen3:0.6b,Onde são publicadas as listas de classificados e chamadas para matrícula?,"Todas as listas, editais de resultados e convocações são divulgadas na internet, no site oficial de ingressos: ingresso.ifrs.edu.br.","Onde são publicadas as listas de classificados e chamadas para matrícula é no site **ingresso.ifrs.edu.br**. As informações sobre a publicação estão disponíveis no site, conforme mencionado nos documentos fornecidos.",0.032,5.285,1621,313,1.0,0.9623042070771838,0.9999999999,1.0,0.7249785658788986
qwen3,qwen3:0.6b,"O que é e quem participa da ""Chamada Pública""?","A ""Chamada Pública"" é um chamamento eletrônico ou presencial realizado para preencher vagas que restaram sem matrícula após as etapas regulares, convocando candidatos suplentes por ordem de classificação.","A Chamada Pública é a última chamada para matrícula, participando todas as candidatas/candidatos que ainda não foram chamadas na primeira chamada (suplentes) e aquelas que foram reclassificados para o acesso universal (C1).",0.032,5.263,1600,317,1.0,0.9088524537444671,0.9999999999,1.0,0.5650493494790494
qwen3,qwen3:0.6b,Ter o nome listado na Chamada Pública garante a vaga no curso?,Não. Estar na lista de convocados e enviar os documentos na Chamada Pública apenas gera expectativa de direito. O preenchimento ocorre estritamente pela ordem de classificação dos candidatos habilitados até o limite de vagas disponíveis.,Não encontrei essa informação nos documentos.,0.033,3.17,1636,167,1.0,0.0,0.9999999999,1.0,0.1963047481198077
qwen3,qwen3:0.6b,Posso manter vínculos ativos de matrícula em mais de um curso de graduação?,Não. É expressamente proibido por lei federal que um estudante ocupe concomitantemente duas vagas de cursos de graduação em quaisquer instituições públicas de ensino superior do país.,Não encontrei essa informação nos documentos.,0.032,4.048,1580,191,0.0,0.0,0.9999999999,1.0,0.19545781422672592
qwen3,qwen3:0.6b,"O que acontece se eu for matriculado, mas faltar aos primeiros dias letivos?",O estudante regularmente matriculado que faltar aos primeiros dias letivos (conforme limite estipulado em edital) sem justificativa formal de ausência aceita pelo campus terá sua matrícula cancelada por abandono.,"Se for matriculado mas faltar aos primeiros dias letivos, perderá a vaga, exceto para os ingressantes por transferência ou ingresso de diplomado.",0.033,7.232,1693,498,1.0,0.9739410775675013,0.9999999999,1.0,0.44135371166954823
qwen3,qwen3:0.6b,É obrigatório possuir conta no portal gov.br para se inscrever?,"Sim, o acesso ao sistema de inscrições exige uma conta ativa no portal gov.br.","Sim, é obrigatório possuir conta no portal gov.br para se inscrever no processo seletivo do IFRS.",0.032,4.751,1611,256,0.3333333333333333,0.9555338197067267,0.9999999999,1.0,0.9801265601031941
qwen3,qwen3:0.6b,Qual nível de conta gov.br é exigido para a inscrição?,"Geralmente são aceitas contas níveis bronze, prata ou ouro para o acesso básico.","Responda: C1: Pessoa com Deficiência (PcD) que tenha cursado integralmente o Ensino Médio em escola pública, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo - 1 vagas; C2: Pessoa com Deficiência (PcD) que tenha cursado integralmente o Ensino Médio em escola pública, autode",0.032,10.485,1703,853,0.8333333333333334,0.0,0.0,0.0,0.20582336957990235
qwen3,qwen3:0.6b,Posso usar o CPF dos meus pais para fazer a minha inscrição?,"Não, a inscrição deve ser feita obrigatoriamente com o CPF do próprio candidato.",Não encontrei essa informação nos documentos.,0.032,4.875,1675,255,1.0,0.0,0.9999999999,1.0,0.20740344474170866
qwen3,qwen3:0.6b,O que fazer se eu esquecer a senha da minha conta gov.br?,Você deve recuperar a senha diretamente na plataforma gov.br pelas opções de recuperação.,Não encontrei essa informação nos documentos.,0.032,3.893,1575,173,1.0,0.0,0.0,0.0,0.20800010818655762
qwen3,qwen3:0.6b,Candidatos estrangeiros podem participar do processo seletivo?,"Sim, desde que possuam a documentação legal exigida para permanência no Brasil.",Não encontrei essa informação nos documentos.,0.03,4.811,1746,233,0.0,0.0,0.9999999999,1.0,0.2071021420716112
qwen3,qwen3:0.6b,Qual documento de identidade é aceito para candidatos estrangeiros?,O Registro Nacional de Estrangeiro (RNE) ou a Carteira de Registro Nacional Migratório (CRNM).,Resposta: O documento de identidade aceito para candidatos estrangeiros é o **Registro Nacional de Estrangeiro (RNE)** ou o **Passaporte com visto de estudante**.,0.033,6.404,1823,381,0.5,0.9745931226984347,0.9999999999,0.0,0.22014496060945082
qwen3,qwen3:0.6b,É permitido o uso de nome social durante o processo seletivo?,"Sim, candidatos travestis e transexuais podem solicitar o uso de nome social.","Sim, é permitido o uso de nome social durante o processo seletivo, conforme mencionado no contexto. Para isso, é necessário autorização do responsável legal (mãe, pai ou responsável da menor) no período de 04 de novembro de 2025 a 18 de novembro de 2025.",0.032,4.525,1537,254,0.8,0.9827670598865813,0.9999999999,1.0,0.4109448945034184
qwen3,qwen3:0.6b,Como solicito a inclusão do meu nome social no cadastro?,A solicitação deve ser feita durante o preenchimento do formulário de inscrição.,"Para solicitar a inclusão do seu nome social no cadastro, siga estas etapas:    1. **Completa o Formulário ANEXO XV** (https://cta.ifrs.edu.br/ps-formularios/formulario-nome-social-16/), informando seus dados (Nome, CPF, Data de nascimento, local e data de inscrição).   2. **Anexe o Extrato de Consu",0.032,6.121,1644,480,0.6923076923076923,0.9656418983605093,0.9999999999,1.0,0.2108168071611585
qwen3,qwen3:0.6b,O IFRS envia e-mails de confirmação após a conclusão da inscrição?,"Sim, o sistema envia confirmações automáticas para o e-mail cadastrado.",Não encontrei essa informação nos documentos.,0.032,4.458,1647,219,0.0,0.0,0.0,0.0,0.1987650931772184
qwen3,qwen3:0.6b,O que devo fazer se não receber o e-mail de confirmação?,Verifique a caixa de spam ou acesse o sistema para confirmar o status da inscrição.,Não encontrei essa informação nos documentos.,0.032,3.618,1583,142,1.0,0.0,0.0,0.0,0.2011401200556522
qwen3,qwen3:0.6b,Qual é a validade exigida para o documento de identidade (RG)?,O RG deve estar legível e permitir a identificação clara e atualizada do candidato.,Não encontrei essa informação nos documentos.,0.031,5.691,1771,320,1.0,0.0,0.0,1.0,0.20559802300318666
qwen3,qwen3:0.6b,CNH (Carteira Nacional de Habilitação) é aceita como identificação?,"Sim, a CNH dentro da validade é um documento de identificação oficial aceito.","Sim, a Carteira Nacional de Habilitação (CNH) é aceita como identificação válida, conforme mencionado no contexto.",0.032,3.594,1684,198,1.0,0.9803138381103799,0.9999999999,1.0,0.737711163089183
qwen3,qwen3:0.6b,Posso usar a certidão de nascimento no lugar do RG para a matrícula?,"Não, a certidão de nascimento não substitui o documento de identidade com foto.",Não encontrei essa informação nos documentos.,0.033,4.563,1659,227,1.0,0.0,0.9999999999,1.0,0.21271676173452392
qwen3,qwen3:0.6b,Documentos digitais oficiais (como e-Título) são válidos no processo?,"Sim, documentos digitais oficiais com QR Code de validação normalmente são aceitos.","Sim, documentos digitais oficiais, como e-Título, são válidos no processo se forem enviados em formato eletrônico correto e legível conforme especificado no contexto. A regra menciona que documentos eletrônicos devem estar legíveis, o que inclui a validade do e-Título.",0.032,6.888,1653,473,0.6,0.9568748530180123,0.9999999999,0.0,0.6748278905364518
qwen3,qwen3:0.6b,Cópias autenticadas em cartório substituem o envio online dos originais?,"Não, o envio deve ser feito digitalizando os documentos originais diretamente no sistema.",Não encontrei essa informação nos documentos.,0.033,5.086,1786,255,1.0,0.0,0.0,0.0,0.20967968116241134
qwen3,qwen3:0.6b,Preciso enviar fotos 3x4 no momento da pré-matrícula?,A necessidade de foto 3x4 depende das orientações específicas do edital de matrícula.,Não encontrei essa informação nos documentos.,0.032,4.269,1716,183,1.0,0.0,0.0,1.0,0.20211894418662496
qwen3,qwen3:0.6b,Existe limite de idade máximo para ingressar nos cursos subsequentes?,Não há limite máximo de idade para ingressar nos cursos técnicos subsequentes.,Não encontrei essa informação nos documentos.,0.033,4.245,1577,213,1.0,0.0,0.9999999999,0.0,0.21180808063600848
qwen3,qwen3:0.6b,Existe idade mínima para os cursos superiores de graduação?,"Não há limite de idade, mas é necessário ter concluído o Ensino Médio.",Não encontrei essa informação nos documentos.,0.031,3.318,1512,159,1.0,0.0,0.9999999999,0.5,0.2121879440972472
qwen3,qwen3:0.6b,O que é o período de interposição de recursos?,É o prazo oficial para contestar resultados preliminares ou decisões do processo.,Não encontrei essa informação nos documentos.,0.032,5.725,1840,308,0.0,0.0,0.9999999999,1.0,0.20452313008651252
qwen3,qwen3:0.6b,Como devo enviar um recurso contra o resultado preliminar?,Os recursos devem ser submetidos exclusivamente pelo sistema eletrônico de ingresso.,Não encontrei essa informação nos documentos.,0.031,4.849,1766,230,0.0,0.0,0.9999999999,1.0,0.20587320607739512
qwen3,qwen3:0.6b,Posso enviar recursos por e-mail diretamente ao campus?,"Não, recursos enviados por e-mail fora do sistema oficial não são analisados.","Sim, posso enviar recursos por e-mail diretamente ao campus. A informação está disponível no contexto fornecido, onde é mencionado que a solicitação pode ser feita por e-mail no site **ingresso.ifrs.edu.br**.",0.031,4.255,1564,213,0.6666666666666666,0.9898619137386377,0.9999999999,0.0,0.2133201353760244
