branch,modelo,pergunta,resposta_esperada,resposta_gerada,tempo_retrieval_s,tempo_llm_s,tokens_entrada,tokens_saida,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
llama3,llama3,Qual é o custo da inscrição para concorrer a uma vaga em curso de graduação?,"Se o candidato optar por concorrer via Exame de Seleção (prova), a taxa é de R$ 80,00. Caso a opção seja via nota do ENEM, a taxa é de R$ 20,00.","R$ 100,00.",0.037,18.313,1519,8,1.0,0.8084389351434322,0.0,0.0,0.21482721350008316
llama3,llama3,Como deve ser efetuado o pagamento da taxa de inscrição?,"O pagamento deve ser realizado por meio de boleto bancário gerado ao final da inscrição, pagável na rede bancária ou via internet banking.","O pagamento da taxa de inscrição pode ser realizado das 14h do dia 05 de setembro de 2025 às 23h59min do dia 22 de setembro de 2025. Além disso, a taxa de inscrição não será possível realizar após o prazo (dia 13 de outubro de 2025).",0.041,21.899,1551,77,0.6666666666666666,0.9323902386981316,0.9999999999,1.0,0.2143869589418572
llama3,llama3,Até quando posso pagar a taxa de inscrição?,O boleto deve ser pago impreterivelmente até o prazo limite definido no cronograma oficial do edital correspondente.,"Até o dia 13 de outubro de 2025, é possível realizar o pagamento da taxa de inscrição. Não será possível realizar o pagamento da taxa de inscrição após o prazo.",0.036,17.071,1556,45,1.0,0.9550801361748209,0.9999999999,1.0,0.21187706874724724
llama3,llama3,Posso modificar os dados da minha inscrição (como a opção de curso ou campus) após concluí-la?,"Sim, no entanto, após a finalização da inscrição, qualquer alteração exige que o candidato realize uma nova inscrição dentro do prazo regulamentar para que os novos dados sejam computados.",Não encontrei essa informação nos documentos.,0.038,18.564,1517,11,0.0,0.0,0.9999999999,1.0,0.2042637652842807
llama3,llama3,É possível me inscrever em mais de um curso no mesmo edital do IFRS?,Não. É permitido realizar apenas uma única inscrição por candidato em cada edital.,"Sim, é possível se inscrever em mais de um curso no mesmo edital do IFRS, desde que seja para cursos diferentes. Segundo o item 6.11, não será permitida a inscrição por pessoa em mais de um curso Integrado. Já os demais itens (6.12, 6.13, 6.14, 6.15 e 6.16) estabelecem que não será permitida a inscr",0.036,24.286,1572,133,0.75,0.996686681389012,0.9999999999,1.0,0.22291977914535982
llama3,llama3,Há devolução do valor pago na taxa de inscrição se eu desistir de participar?,"Não. O valor pago na taxa de inscrição não é reembolsável sob nenhuma circunstância, exceto se houver cancelamento do certame por parte do IFRS.","Sim, há devolução do valor pago da taxa de inscrição se o Processo Seletivo for cancelado ou para as/os candidatas/candidatos inscritos em algum curso que seja cancelada a oferta. (Ver item 6.9)",0.041,21.258,1575,56,0.75,0.9286846199995644,0.9999999999,1.0,0.6049276855134922
llama3,llama3,Quem tem direito a solicitar a isenção do pagamento da taxa de inscrição?,"Têm direito à isenção os candidatos com renda familiar bruta mensal de até 1 salário mínimo per capita (R$ 1.412,00) que estejam regularmente registrados no CadÚnico como baixa renda.","Poderão solicitar isenção da taxa de inscrição pessoas cadastradas no CadÚnico como pertencente a família de baixa renda. Família de baixa renda é a que recebe até 1 salário mínimo por pessoa (R$ 1.518,00) por mês.",0.041,20.82,1521,68,1.0,0.9324870402431086,0.9999999999,1.0,0.4840960471961795
llama3,llama3,O cadastro do CadÚnico precisa ter alguma atualização recente?,Sim. O cadastro do candidato no CadÚnico deve estar obrigatoriamente atualizado nos últimos 2 anos.,"Sim! De acordo com os documentos fornecidos, é necessário que o cadastro esteja atualizado nos últimos 2 anos para a comprovação da renda familiar bruta per capita mensal (item 7.8 e item 9.3) e para a solicitação de isenção da taxa de inscrição (item 2.1).",0.04,23.765,1722,78,1.0,0.8922096641826495,0.9999999999,1.0,0.8710661959994401
llama3,llama3,Onde realizo a solicitação de isenção de taxa?,"A solicitação deve ser realizada exclusivamente via internet, na página de ingressos do IFRS (ingresso.ifrs.edu.br).","A pergunta pode ser respondida com base nos documentos fornecidos.  Para solicitar a isenção, primeiro o candidato deve acessar o endereço https://cadunico.dataprev.gov.br e clicar no botão onde diz: “Entrar com o gov.br”. Após realizar o login (acesso), utilizar a opção “Consulta ao Formulário”. É ",0.037,26.625,1479,217,1.0,0.9001926714978071,0.9999999999,1.0,0.6642090654457355
llama3,llama3,A isenção pode ser solicitada por mais de um membro do mesmo núcleo familiar?,"Sim. A isenção é um benefício de caráter estritamente individual, e cada integrante da mesma família que deseja concorrer deve fazer a sua própria solicitação.","Sim. De acordo com o item 2.1 e 3.6, pessoas cadastradas no CadÚnico como MINISTÉRIO DA EDUCAÇÃO Secretaria de Educação Profissional e Tecnológica Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul Gabinete do Reitor pertencente a família de baixa renda podem solicitar isenção ",0.036,23.728,1486,143,1.0,0.8912766949379428,0.9999999999,1.0,nan
llama3,llama3,"Se minha isenção de taxa for aprovada (deferida), já estou inscrito no Processo Seletivo?","Não. O candidato que teve a isenção aceita deve, obrigatoriamente, entrar no sistema e realizar a inscrição no curso desejado para gerar o comprovante de isento.","Sim, se sua solicitação de isenção da taxa de inscrição for deferida (aprovada), você já estará inscrito no Processo Seletivo. Isso é mencionado no item 4.1 e 4.3 do documento.",0.038,20.578,1539,59,0.0,0.9608615341393196,0.9999999999,1.0,0.2267757433996374
llama3,llama3,O IFRS pode solicitar documentos de comprovação de renda para quem foi isento?,"Sim. O IFRS pode conferir e auditar as informações prestadas, e o candidato que prestar declarações falsas está sujeito a responder legalmente e ser eliminado do processo.",Não encontrei essa informação nos documentos.,0.037,18.542,1499,11,0.0,0.0,0.9999999999,1.0,0.19584245625632093
llama3,llama3,Qual o sistema utilizado para o ingresso nos cursos técnicos integrados de Ibirubá?,O sistema de ingresso para os cursos técnicos integrados em Ibirubá é realizado por meio de Exame de Seleção (prova objetiva presencial).,Não encontrei essa informação nos documentos.,0.036,21.124,1725,11,0.0,0.0,0.9999999999,1.0,0.2012983412280953
llama3,llama3,Como são distribuídas as vagas para os cursos técnicos subsequentes de Ibirubá?,As vagas da modalidade subsequente são preenchidas por meio de Sorteio Público ou classificação pela nota do ENEM.,"As vagas para os cursos técnicos subsequentes de Ibirubá estão distribuídas da seguinte forma:  * Técnico em Mecânica: 30 vagas, com 1 vaga reservada para Renda igual ou inferior a 1 salário mínimo Independente de Renda e 3 vagas sorteadas. * Técnico em Eletrotécnica: 30 vagas, com 1 vaga reservada ",0.037,26.317,1745,135,0.42857142857142855,0.93038734268971,0.9999999999,1.0,0.2001573719349754
llama3,llama3,Quais os meios para ingressar em um curso de graduação superior em Ibirubá?,Os ingressos para os cursos superiores de graduação em Ibirubá ocorrem via Exame de Seleção (prova com redação) ou utilizando a nota do ENEM.,Não encontrei essa informação nos documentos.,0.037,20.541,1680,11,0.0,0.0,0.9999999999,1.0,0.2016859459805803
llama3,llama3,"Se eu escolher o ENEM para a graduação, posso usar notas de ""treineiro""?","Não. As notas do ENEM obtidas na condição de ""treineiro"" não são validadas para a classificação de vagas.",Não encontrei essa informação nos documentos.,0.037,19.496,1570,11,0.0,0.0,0.9999999999,1.0,0.70142764039266
llama3,llama3,O que fazer se eu precisar de acessibilidade ou condições especiais no dia da prova?,O candidato deve indicar sua necessidade no Formulário de Solicitação de Condição Especial (Anexo II/IV/V) disponível no sistema no momento da inscrição.,"De acordo com o contexto fornecido, se você precisar de acessibilidade ou condições especiais no dia da prova, você pode solicitar atendimento especial mediante parecer de profissional da área da saúde. Além disso, é necessário apresentar atestado médico no campus.",0.035,21.332,1583,61,0.3333333333333333,0.9112384292920435,0.9999999999,1.0,0.20932575472532844
llama3,llama3,Quais apoios especiais podem ser solicitados para o dia da avaliação?,"Podem ser solicitados auxílios como tempo adicional de prova, apoio de ledores ou transcritores, salas de fácil acesso e atendimento específico para lactantes.",Apenas os seguintes apoios especiais podem ser solicitados para o dia da avaliação:  ⃝ Acesso facilitado em função de dificuldade de locomoção ou uso de cadeira de roda. ⃝ Mesa adequada a uma cadeira de rodas. ⃝ Cadeira e mesa adequadas à minha estatura ou amputação. ⃝ Realização da prova em ambient,0.039,32.556,1630,332,1.0,0.9999999999999996,0.9999999999,1.0,0.43070486712206413
llama3,llama3,Quantas vagas são destinadas à reserva de vagas para escolas públicas?,Pelo menos 50% das vagas totais de cada curso são reservadas exclusivamente para estudantes egressos de escolas públicas.,"A resposta está no contexto. Segundo o item 4.1.3, as vagas reservadas para estudantes de escola pública serão divididas em:  * C9 – estudante de escola pública; * C5 – estudante de escola pública e de baixa renda; * C7 – estudante de escola pública e autodeclarado preto, pardo, indígena ou quilombo",0.036,25.121,1714,117,0.6666666666666666,0.9432922620578874,0.9999999999,0.0,0.21728056739572424
llama3,llama3,O que define se posso concorrer como egresso de escola pública?,É elegível o candidato que comprovar ter cursado integralmente todo o Ensino Fundamental (para cursos técnicos) ou todo o Ensino Médio (para cursos superiores) em instituições públicas de ensino.,"A pergunta é bem clara! De acordo com o contexto, para concorrer como egresso de escola pública, você precisa ter cursado integralmente o Ensino Médio em escola pública. Além disso, sua renda familiar bruta per capita também precisa ser igual ou inferior a 1,5 salário mínimo.",0.04,21.0,1513,73,0.3333333333333333,0.9681242160793271,0.9999999999,1.0,0.46076679762181566
llama3,llama3,"Se estudei com bolsa integral em escola particular, posso concorrer às vagas reservadas?","Não. Quem estudou em escola particular, mesmo que sob a condição de bolsista integral, não possui o direito de concorrer às cotas destinadas a escolas públicas.",Não encontrei essa informação nos documentos.,0.037,19.852,1625,11,0.0,0.0,0.9999999999,1.0,0.20039079969834275
llama3,llama3,Como funciona a comprovação de renda para as cotas destinadas à baixa renda?,"A comprovação de renda é baseada nos dados do candidato cadastrados no CadÚnico, exigindo-se a apresentação do Extrato de Consulta Completa.","A comprovação de renda para as cotas destinadas à baixa renda é feita por meio da documentação ""Documentos de renda"" e avaliação socioeconômica, como descrito na tabela de modalidades de cotas.",0.037,22.291,1677,56,1.0,0.9879918006053366,0.0,0.0,0.21814614754984898
llama3,llama3,"O que são as vagas destinadas ao grupo PPIQ (Pretos, Pardos, Indígenas e Quilombolas)?","São as cotas voltadas para candidatos egressos de escola pública que se autodeclarem Pretos, Pardos, Indígenas ou Quilombolas.","As vagas destinadas ao grupo PPIQ (Pretos, Pardos, Indígenas e Quilombolas) são as seguintes:  * Cota 2: Pessoa com Deficiência (PcD) que tenha cursado integralmente o Ensino Fundamental (Cursos Técnicos) ou Ensino Médio (Cursos de Graduação) em escola pública, autodeclarada/autodeclarado negra/negr",0.038,35.937,1718,381,0.9090909090909091,0.9139697828254104,0.9999999999,1.0,0.6963081527610304
llama3,llama3,Quem pode concorrer na Cota 10 (destinada a Pessoas com Deficiência - PcD)?,"A Cota 10 (C10) é reservada exclusivamente para Pessoas com Deficiência (PcD), independentemente de renda ou de terem estudado em escola pública.","Não encontrei essa informação nos documentos. A Cota 10 não está relacionada às pessoas com deficiência, portanto, não há informações sobre quem pode concorrer nessa cota específica.",0.037,23.397,1780,46,0.0,0.0,0.9999999999,0.0,0.22296332927084125
llama3,llama3,O que acontece se as vagas PcD não forem preenchidas por falta de candidatos?,"As vagas reservadas a PcD que não forem preenchidas por falta de candidatos são remanejadas para outras cotas ou destinadas ao Acesso Universal (Cota 1), dependendo da ordem descrita no edital.",Não encontrei essa informação nos documentos.,0.04,20.744,1693,11,1.0,0.0,0.0,0.0,0.19965254578362418
llama3,llama3,O que o candidato aprovado por cota de escola pública precisa assinar na matrícula?,O candidato aprovado por cota de escola pública deve assinar eletronicamente a Declaração de Não Ter Estudado em Escolas Particulares.,Não encontrei essa informação nos documentos.,0.037,20.146,1646,11,0.0,0.0,0.0,0.0,0.2022389761010152
llama3,llama3,Quais documentos específicos devem ser enviados por candidatos indígenas aprovados?,É necessário anexar a Autodeclaração de membro de Comunidade Indígena (Anexo VII/IX) junto ao RANI ou à Declaração de Membro assinada por liderança da comunidade indígena (Anexo VIII/X).,"Para candidatos indígenas, os documentos específicos que devem ser enviados são:  * Autodeclaração de membro de Comunidade indígena (Anexo VII); * Registro Administrativo de Nascimento de Indígena (RANI); ou * Declaração de Membro de Comunidade Indígena pela Liderança Indígena (PPI).  Esses document",0.041,25.044,1730,114,1.0,0.9844141261688675,0.9999999999,1.0,0.786228068539871
llama3,llama3,Qual o documento necessário para candidatos que concorrem a vagas reservadas a Quilombolas?,O candidato deve enviar a Declaração de pertencimento quilombola (Anexo IX/XI) assinada por 3 lideranças (com cópias de seus documentos) e o documento de reconhecimento emitido pela Fundação Cultural Palmares.,A resposta é: declaração de pertencimento à Comunidade Quilombola (Anexo IX) assinado por 3 (três) lideranças da Comunidade Quilombola a qual a/o candidata/candidato pertence e documento oficial de identificação com foto e assinatura (frente e verso) de cada uma das três lideranças que assinarem a d,0.037,24.216,1689,99,0.75,0.9338216103629625,0.9999999999,1.0,0.6086090658691143
llama3,llama3,"O que acontece se eu enviar documentos apagados, cortados ou incompletos?","O candidato que enviar documentação ilegível, rasurada ou incompleta terá sua matrícula indeferida automaticamente.",Não encontrei essa informação nos documentos.,0.036,19.872,1627,11,1.0,0.0,0.9999999999,1.0,0.21161452975863013
llama3,llama3,E se a escola ainda não tiver emitido meu Certificado de Conclusão na data da matrícula?,"É aceito o envio de uma Declaração provisória de provável conclusão emitida pela escola. A matrícula será homologada de forma condicional, devendo o certificado oficial ser apresentado na data limite estabelecida.",Não encontrei essa informação nos documentos.,0.04,18.427,1524,11,0.0,0.0,0.9999999999,1.0,0.19616791634840128
llama3,llama3,O que é o processo de Heteroidentificação?,É o procedimento presencial de verificação para confirmar a veracidade da autodeclaração prestada por candidatos pretos ou pardos.,Não encontrei essa informação nos documentos.,0.036,20.374,1669,11,0.0,0.0,0.9999999999,1.0,0.2044043518551922
llama3,llama3,Quais são os critérios que a banca utiliza para avaliar o candidato?,"A banca baseia-se exclusivamente nos critérios fenotípicos (características físicas visíveis do candidato, tais como traços faciais, cabelo e cor da pele).",Não encontrei essa informação nos documentos.,0.036,21.783,1772,11,0.0,0.0,0.0,0.0,0.20461056206801254
llama3,llama3,Posso levar fotos ou a minha certidão de nascimento para provar minha ascendência?,"Não. Fotos antigas, documentos civis ou histórico de herança genética familiar de parentes não são considerados na avaliação da banca.",Não encontrei essa informação nos documentos.,0.037,21.429,1762,11,1.0,0.0,0.9999999999,0.0,0.20352432657099756
llama3,llama3,Menores de 18 anos precisam de alguma autorização para filmagem do processo?,"Sim. No ato de matrícula, candidatos menores de 18 anos devem apresentar a Autorização de Uso de Imagem (Anexo VIII/IX) devidamente assinada por seus pais ou responsáveis legais.","Sim, menores de 18 anos precisam apresentar a autorização da mãe, pai ou responsável no período de 24 de setembro de 2025 a 12 de outubro de 2025.",0.04,22.182,1711,47,1.0,0.9083293054051089,0.9999999999,1.0,0.6023446193244202
llama3,llama3,O que ocorre se eu for convocado e não comparecer à banca de heteroidentificação?,"O candidato ausente ou que não tiver sua autodeclaração validada pela banca perde a vaga da cota e é reclassificado para as vagas de Acesso Universal (Cota 1), caso possua classificação suficiente.",Não encontrei essa informação nos documentos.,0.037,19.709,1628,11,0.0,0.0,0.9999999999,0.0,0.20116195449075747
llama3,llama3,Onde são publicadas as listas de classificados e chamadas para matrícula?,"Todas as listas, editais de resultados e convocações são divulgadas na internet, no site oficial de ingressos: ingresso.ifrs.edu.br.","Segundo os documentos, a publicação do quantitativo de vagas a serem preenchidas por curso, bem como a listagem de candidatas/candidatos aptos à participar da Chamada Pública, será feita em cada campus. (Artigos 13.3 e 16.3)",0.037,21.653,1609,67,1.0,0.9088318693593251,0.9999999999,1.0,0.2128012931583641
llama3,llama3,"O que é e quem participa da ""Chamada Pública""?","A ""Chamada Pública"" é um chamamento eletrônico ou presencial realizado para preencher vagas que restaram sem matrícula após as etapas regulares, convocando candidatos suplentes por ordem de classificação.","A Chamada Pública é a última chamada para matrícula. Ela ocorre após a primeira chamada para o preenchimento das vagas que ainda não foram ocupadas. Para os cursos que houver a Chamada Pública, participarão todas/todos as/os candidatas/candidatos que ainda não foram chamadas/chamados na primeira cha",0.035,24.077,1594,127,0.75,0.932838010752184,0.9999999999,1.0,0.6374044687051306
llama3,llama3,Ter o nome listado na Chamada Pública garante a vaga no curso?,Não. Estar na lista de convocados e enviar os documentos na Chamada Pública apenas gera expectativa de direito. O preenchimento ocorre estritamente pela ordem de classificação dos candidatos habilitados até o limite de vagas disponíveis.,Não encontrei essa informação nos documentos.,0.037,12.645,1621,11,1.0,0.0,0.9999999999,1.0,0.1963047481198077
llama3,llama3,Posso manter vínculos ativos de matrícula em mais de um curso de graduação?,Não. É expressamente proibido por lei federal que um estudante ocupe concomitantemente duas vagas de cursos de graduação em quaisquer instituições públicas de ensino superior do país.,Não encontrei essa informação nos documentos.,0.033,19.465,1551,11,0.0,0.0,0.9999999999,1.0,0.19545781422672592
llama3,llama3,"O que acontece se eu for matriculado, mas faltar aos primeiros dias letivos?",O estudante regularmente matriculado que faltar aos primeiros dias letivos (conforme limite estipulado em edital) sem justificativa formal de ausência aceita pelo campus terá sua matrícula cancelada por abandono.,"Se você for matriculado, mas faltar aos primeiros dias letivos, a sua matrícula será cancelada, exceto para os ingressantes por transferência ou ingresso de diplomado. Isso está estabelecido no Art. 115 da Resolução do CONSUP/IFRS nº 01/2024 (ver item 20.1).",0.038,22.91,1647,81,1.0,0.9584013247251439,0.9999999999,1.0,0.5274675463405627
llama3,llama3,É obrigatório possuir conta no portal gov.br para se inscrever?,"Sim, o acesso ao sistema de inscrições exige uma conta ativa no portal gov.br.","Sim. A/o candidata/candidato, ao acessar o sistema de inscrição do IFRS, será direcionado ao portal gov.br para autenticar-se com seu CPF e senha. Caso ainda não tenha cadastro no portal, ao digitar o CPF na página de login, a/o candidata/candidato será redirecionado para realizar o cadastro.",0.037,22.328,1578,83,1.0,0.8636613956784611,0.9999999999,1.0,0.8141655058073731
llama3,llama3,Qual nível de conta gov.br é exigido para a inscrição?,"Geralmente são aceitas contas níveis bronze, prata ou ouro para o acesso básico.",Não encontrei essa informação nos documentos.,0.037,17.393,1697,11,1.0,0.0,0.0,0.0,0.2025141774619695
llama3,llama3,Posso usar o CPF dos meus pais para fazer a minha inscrição?,"Não, a inscrição deve ser feita obrigatoriamente com o CPF do próprio candidato.",Não encontrei essa informação nos documentos.,0.038,20.039,1640,11,0.0,0.0,0.9999999999,1.0,0.9574034447417087
llama3,llama3,O que fazer se eu esquecer a senha da minha conta gov.br?,Você deve recuperar a senha diretamente na plataforma gov.br pelas opções de recuperação.,Não encontrei essa informação nos documentos.,0.036,19.463,1561,11,1.0,0.0,0.0,0.0,0.20800010818655762
llama3,llama3,Candidatos estrangeiros podem participar do processo seletivo?,"Sim, desde que possuam a documentação legal exigida para permanência no Brasil.","Sim, candidatos estrangeiros podem participar do processo seletivo. De acordo com os documentos, eles devem apresentar o Registro Nacional de Estrangeiro (RNE); ou o Passaporte com visto de estudante; ou Outro documento que por previsão legal permita que o estrangeiro estude no Brasil.",0.037,23.326,1713,72,0.75,0.9712243997989268,0.9999999999,1.0,0.9633026339572172
llama3,llama3,Qual documento de identidade é aceito para candidatos estrangeiros?,O Registro Nacional de Estrangeiro (RNE) ou a Carteira de Registro Nacional Migratório (CRNM).,O documento equivalente aceito para candidatos estrangeiros é o Registro Nacional de Estrangeiro (RNE); ou o Passaporte com visto de estudante; ou Outro documento que por previsão legal permita que o estrangeiro estude no Brasil.,0.042,24.307,1823,58,1.0,0.9382443704250626,0.9999999999,0.0,0.22198738622968378
llama3,llama3,É permitido o uso de nome social durante o processo seletivo?,"Sim, candidatos travestis e transexuais podem solicitar o uso de nome social.","Sim. De acordo com o Anexo VIII, é permitido o uso do Nome Social em sua inscrição no Processo Seletivo 2026/1 do IFRS, desde que seja preenchido e assinado o formulário juntamente com a mãe, pai ou responsável pela/pelo menor.",0.042,20.834,1501,69,1.0,0.9273677748677978,0.9999999999,1.0,0.9708783184739214
llama3,llama3,Como solicito a inclusão do meu nome social no cadastro?,A solicitação deve ser feita durante o preenchimento do formulário de inscrição.,Você pode solicitar a inclusão do seu nome social no cadastro acessando o endereço https://cta.ifrs.edu.br/ps-formularios/formulario-nome-social-16/ e preenchendo o formulário de solicitação.,0.037,14.187,1613,52,1.0,0.9656418983605093,0.9999999999,1.0,0.21550331080638874
llama3,llama3,O IFRS envia e-mails de confirmação após a conclusão da inscrição?,"Sim, o sistema envia confirmações automáticas para o e-mail cadastrado.",Não encontrei essa informação nos documentos.,0.033,19.59,1608,11,1.0,0.0,0.0,0.0,0.1987650931772184
llama3,llama3,O que devo fazer se não receber o e-mail de confirmação?,Verifique a caixa de spam ou acesse o sistema para confirmar o status da inscrição.,Não encontrei essa informação nos documentos.,0.037,19.494,1566,11,1.0,0.0,0.0,0.0,0.2011401200556522
llama3,llama3,Qual é a validade exigida para o documento de identidade (RG)?,O RG deve estar legível e permitir a identificação clara e atualizada do candidato.,Não encontrei essa informação nos documentos.,0.038,21.97,1774,11,1.0,0.0,0.9999999999,1.0,0.20559802300318666
llama3,llama3,CNH (Carteira Nacional de Habilitação) é aceita como identificação?,"Sim, a CNH dentro da validade é um documento de identificação oficial aceito.","Sim, a Carteira Nacional de Habilitação (CNH) é aceita como documento de identificação com foto, pois está listada no item II do inciso VI do item 9.10 ou 8.10, que define o que é considerado um documento de identificação com foto.",0.038,15.495,1699,65,0.6666666666666666,0.9740417284982805,0.9999999999,1.0,0.5282111935771172
llama3,llama3,Posso usar a certidão de nascimento no lugar do RG para a matrícula?,"Não, a certidão de nascimento não substitui o documento de identidade com foto.",Não encontrei essa informação nos documentos.,0.037,20.354,1667,11,0.5,0.0,0.9999999999,1.0,0.21271676173452392
llama3,llama3,Documentos digitais oficiais (como e-Título) são válidos no processo?,"Sim, documentos digitais oficiais com QR Code de validação normalmente são aceitos.",Não encontrei essa informação nos documentos.,0.038,20.526,1669,11,1.0,0.0,0.0,0.0,0.2073835447895226
llama3,llama3,Cópias autenticadas em cartório substituem o envio online dos originais?,"Não, o envio deve ser feito digitalizando os documentos originais diretamente no sistema.",Não encontrei essa informação nos documentos.,0.038,21.584,1758,11,0.0,0.0,0.0,0.0,0.20967968116241134
llama3,llama3,Preciso enviar fotos 3x4 no momento da pré-matrícula?,A necessidade de foto 3x4 depende das orientações específicas do edital de matrícula.,Não encontrei essa informação nos documentos.,0.038,20.914,1714,11,1.0,0.0,0.0,0.0,0.20211894418662496
llama3,llama3,Existe limite de idade máximo para ingressar nos cursos subsequentes?,Não há limite máximo de idade para ingressar nos cursos técnicos subsequentes.,"Sim, existe um limite de idade mínimo para ingressar nos cursos subsequentes: ter no mínimo 18 (dezoito) anos completos na data da matrícula.",0.042,19.66,1528,38,1.0,0.977569841805566,0.9999999999,0.0,0.22446971033030352
llama3,llama3,Existe idade mínima para os cursos superiores de graduação?,"Não há limite de idade, mas é necessário ter concluído o Ensino Médio.",Não encontrei essa informação nos documentos.,0.036,15.274,1513,11,1.0,0.0,0.9999999999,0.0,0.2121879440972472
llama3,llama3,O que é o período de interposição de recursos?,É o prazo oficial para contestar resultados preliminares ou decisões do processo.,Não encontrei essa informação nos documentos.,0.04,21.583,1761,11,0.0,0.0,0.9999999999,1.0,0.20452313008651252
llama3,llama3,Como devo enviar um recurso contra o resultado preliminar?,Os recursos devem ser submetidos exclusivamente pelo sistema eletrônico de ingresso.,"De acordo com os documentos, você deve realizar o recurso pelo sistema de Pré-Matrícula. O link do sistema será disponibilizado no site ingresso.ifrs.edu.br.",0.038,22.247,1717,40,1.0,0.8755032691799444,0.9999999999,1.0,0.46093817368954915
